sep=,
"Received Constellation_offset_200Hz"
"Element 1","Element 2"
"[250]{0.630531445984513, 0.615560639295251, 0.597152230816947, -0.838393804942105, -0.79454977187184, 0.835051321650927, 0.801943643120924, 0.780315899167487, -0.655733358618669, -0.763215432028267, 0.822238114577042, 0.799949211037054, -0.640490189031462, 0.791629217441527, -0.642636605845175, 0.639680450908031, 0.609776593839327, 0.592489520897319, -0.645110398996369, -0.80295262995397, 0.780771695365175, -0.60739326258725, 0.803916715226523, 0.592859021511443, -0.809663372650063, 0.788399008216224, -0.620739513894538, -0.809147295988147, -0.778737705935475, -0.60864980631373, -0.789627773704369, -0.763697149817932, -0.754884999199283, 0.620307969754258, -0.755845137362684, 0.789588996085413, 0.624275411843791, 0.62101228645268, -0.637863697602249, 0.633775446447678, -0.646975253029887, -0.75628351796475, 0.675142790534783, 0.791143998209105, 0.767297020942748, -0.663055617628531, -0.764317801235851, -0.590516882206074, 0.796005411256616, -0.789320220785077, 0.779754721562916, -0.795590268661093, -0.765532505282012, 0.645885809290823, 0.806389767307824, -0.621895516632432, 0.799131252889765, -0.63302576973705, -0.79529874219221, 0.649604152757613, 0.858139092055036, -0.542188456601041, -0.555184587850924, -0.562540172312713, -0.550242939780313, 0.555319267390948, 0.540275861606169, 0.852662547771057, -0.569387155312695, -0.868188811609639, -0.556656853843463, -0.51853273665274, -0.848032474812869, 0.526084551825022, -0.837683925917975, -0.514754275659473, -0.842183097105183, 0.88025116288876, -0.823207972720665, 0.873310493362162, 0.553649573409693, 0.54556021290928, 0.834921817485598, 0.53506935539184, -0.866320398332644, -0.837057274072049, 0.844478603468714, -0.519746197703712, 0.827266499487474, -0.848435803108961, -0.866390279331425, 0.530768930223571, -0.532304638280556, -0.533890186801061, 0.519424815994068, -0.560085080228222, -0.54319398679406, -0.83419770063651, 0.836720424076704, -0.818845336119236, -0.545534257348981, 0.556142577251044, 0.85869861023248, 0.836691844472974, 0.825521717543488, 0.515672605613164, -0.868947801037, 0.535476654386599, -0.539396615456607, -0.85711861714884, 0.522325442188371, -0.54134895987529, 0.861225570545124, -0.874138784644739, -0.88857973957599, -0.854034763646583, -0.512037229153676, -0.857748888318217, 0.555121039840077, -0.856316450999775, 0.925899488520059, -0.906464634642469, 0.478230000810318, -0.903523867165622, 0.512921813254836, -0.882107841806603, 0.54210292172452, 0.503286111019476, 0.495063605855885, 0.901854212207485, 0.456020972615506, 0.446272991907352, -0.918739634550481, 0.475252973383276, -0.469256241428758, 0.488264783922968, 0.448593890845412, -0.896248251066914, 0.882127030618026, -0.492867648145973, 0.446818695201763, -0.907714946505423, -0.866813913026798, -0.852470008953494, -0.420328991476275, 0.492610973280165, 0.474328205446898, -0.443282906852156, 0.856812311973571, -0.468300231211574, -0.878530701121024, -0.848254094153965, 0.883609439163822, -0.853683766940714, -0.444587968161473, -0.839169642843742, 0.930737210174949, 0.516112245052912, 0.888360183905853, 0.870764073834481, 0.463852550768933, 0.465858266564036, -0.890956643818865, -0.870382710519193, -0.453105720478679, 0.894215114208254, 0.469599805873721, -0.48410750748444, -0.483039341474254, -0.455885120818732, 0.898030056583417, -0.8759179166911, 0.93642360703048, 0.462321952142264, -0.903295942165854, 0.918881642982344, 0.877675455877993, -0.935372392851473, -0.486075643046465, -0.463912455085157, -0.367476807591248, 0.357882689928438, -0.948948375479032, 0.920327876976539, -0.997536480082534, -0.931768884169681, -0.921914819234105, 0.973911157744635, -0.925518294634098, 0.953484566179974, -0.94754277783155, 0.406533874138606, 0.409518087673716, 0.369136521977627, -0.374118625075716, 0.375337201846894, 0.938942577001727, -0.930316587019579, 0.965480505173086, 0.917960361428334, 0.350613666782847, 0.904754600432901, -0.968987624064841, -0.898730136159858, 0.929668785487883, 0.899308566106482, -0.385257581928012, -0.373143860348757, -0.353826653188407, 0.92869554947444, 0.390957372394479, 0.907187879589832, 0.858837373456613, -0.933541604552144, 0.359256665295382, -0.430828667398378, -0.934186072327987, -0.917764395439602, -0.385934253624125, 0.410492703633297, -0.921067427417925, -0.368556091795711, 0.410274694913085, -0.385305545917144, -0.365881510559266, 0.420300922296246, 0.930019597578967, -0.394569643408679, -0.354291870769779, 0.933856597367047, -0.364874571431757, 0.937748086878069, 0.357127029362154, 0.353404566754942, 0.898482925817449, -0.992226463936015, -0.948633493710744, -0.366960733100491, 0.945202149438078, -0.960512083559421, -0.249261377109932, -1.02740470140892, -0.238183540245235, 0.311055145209508, 0.332089943592288, 0.996271081852763, 0.952148970701389, -1.01855426731665, -0.986800524936306, -0.274023808812212}","[250]{0.814318808391523, 0.81871045684513, 0.8158933606669, 0.629980776493072, 0.59920817701481, -0.655582962953901, -0.647628333722671, -0.638113733875354, -0.796759712857378, 0.642358971842943, -0.638194759798551, -0.637152208735064, -0.791290513574138, -0.613049257674824, -0.752528749976051, 0.841523056207573, 0.814405889381343, 0.779357123132911, -0.810865923338199, 0.628131722989878, -0.631163714081051, -0.779308465338162, -0.582518884764469, 0.800008692756247, 0.599455152923281, -0.634771842312477, -0.754744495336893, 0.625473616134661, 0.595331780276096, -0.781650381071599, 0.623150353520976, 0.603276472622942, 0.622309392301978, 0.754401589386287, 0.608842803956795, -0.642865534057376, 0.78933035737136, 0.753573841130109, -0.781176095146578, 0.782603449368903, -0.776082412794932, 0.626742903011072, 0.754309842602397, -0.663310229613294, -0.640180633871814, -0.753723899217508, 0.611711450058662, -0.775884311565337, -0.608795284916504, 0.637309939978958, -0.626658897401986, 0.639383534548177, 0.609761760604758, 0.778857048092932, -0.653453440558315, -0.827335054264983, -0.624146268679388, -0.793649311645258, 0.664784485761494, 0.825429925027032, -0.557296096293386, -0.876397756100338, -0.887701633606159, -0.845212877773206, -0.849190007506948, 0.862095175979353, 0.872613769799983, -0.537135180920733, -0.870191316762699, 0.563572574074891, -0.844201340162639, -0.830722890129397, 0.575781625294516, 0.881570341624709, 0.541316149675323, -0.855121035092685, 0.549044602731287, -0.529712837134487, 0.562092339568564, -0.533531843042727, 0.857273982700302, 0.873633022296898, -0.527183428744983, 0.834932210682838, 0.521406395855525, 0.50942503204552, -0.532592798313916, -0.802615174249612, -0.527296297988073, 0.54127712900369, 0.541259320517721, 0.83091032717719, -0.827566384119304, -0.826877945297241, 0.837682607521799, -0.817835199665301, -0.838449186290095, 0.57111399300845, -0.52570725390835, 0.552030269119491, -0.82912586626645, 0.827663524897839, -0.539155733409418, -0.543670940956783, -0.535534998824065, 0.840716785877304, 0.542774922743942, 0.840795319679937, -0.836105022433201, 0.53189699440722, 0.840608968537937, -0.826370725461389, -0.51461888645737, 0.55753706426613, 0.533582881920951, 0.526666684579238, -0.861386630066315, 0.567870376749811, 0.870216263777355, 0.536537498294637, -0.417172418566094, 0.540996520741476, 0.942127544678505, 0.523965003885351, 0.927311523752511, 0.500972878976506, 0.905182598334881, 0.910263272312211, 0.874862278436789, -0.489396281951224, 0.900420831210998, 0.895967302915779, 0.470229251266012, 0.883303387825731, -0.912811674845703, 0.89239751221313, 0.859388970747245, 0.436056747894824, -0.491815605151096, -0.896452514438894, 0.901271180556638, 0.47200051922902, 0.46878736671639, 0.446179028679776, -0.911516787349346, 0.861479147654533, 0.820190029130906, -0.901668946604435, -0.476019910360114, -0.877550849618905, 0.472842693875595, 0.456428689834665, -0.465636881663855, 0.469772087860077, -0.874838374438205, 0.487008337957387, -0.483194644342771, 0.862555570989056, -0.504553420209927, -0.480019932381375, 0.877516975993713, 0.86765726556793, 0.473242309909333, 0.463736707055662, -0.90813719289618, -0.486306722275257, 0.854503794536994, -0.903815019926505, -0.881979367527593, -0.862977166501867, -0.418803023771919, 0.478298160711963, -0.444771434138185, 0.900098915461522, 0.444083166770754, -0.490332292833111, -0.470979526608664, 0.46886800624353, -0.909146472529618, -0.896873364759958, -0.956257430552505, 0.988176763958238, 0.386178001757333, -0.378859319814006, 0.397406753846053, 0.408554418171886, 0.356671971693443, -0.381376180995215, 0.385696871250414, -0.349827854063705, 0.407267629547406, 0.980822155035756, 0.913649485874321, 0.898938862208795, -0.957349387719574, 0.922340947548547, -0.381282454685916, 0.361653704832469, -0.39513681176234, -0.381615402371914, 0.921376453521637, -0.38711178194364, 0.357873269888196, 0.34164822762696, -0.414685323227722, -0.417277250882068, -0.944837685273138, -0.923507772256017, -0.901160289138122, -0.336069295453606, 0.916809133005756, -0.387722459883019, -0.366602474861444, 0.40371501499763, 0.904546896392153, -0.942298989465451, 0.398096844239272, 0.374897800151157, -0.925788334427976, 0.92726002137129, 0.374847033768251, -0.92178721089521, 0.892372218930434, -0.945585621427769, -0.896564619419666, 0.922023933854288, -0.425082676298921, -0.93071739207665, -0.914278457337024, -0.353479901551272, -0.896466274576451, -0.310493474048738, 0.984335869725046, 0.942709855287187, -0.381056928965461, 0.361536055650121, 0.381578037132975, -0.970274987250581, -0.359873743672417, 0.408045515034701, -0.960848119174726, 0.30414453661733, -0.958560564038604, 1.02725828278063, 0.954725798637305, -0.315751033532648, -0.280342207169638, 0.30195369317576, 0.310732046921324, -0.969552835854261}"
"[16]{0.630531445984513, 0.609776593839327, -0.754884999199283, 0.796005411256616, -0.550242939780313, 0.553649573409693, -0.54319398679406, 0.861225570545124, 0.495063605855885, -0.420328991476275, 0.463852550768933, 0.877675455877993, 0.409518087673716, -0.353826653188407, -0.365881510559266, -0.249261377109932}","[16]{0.814318808391523, 0.814405889381343, 0.622309392301978, -0.608795284916504, -0.849190007506948, 0.857273982700302, -0.838449186290095, -0.51461888645737, 0.874862278436789, -0.911516787349346, 0.877516975993713, -0.470979526608664, 0.913649485874321, -0.901160289138122, -0.896564619419666, -0.960848119174726}"
