sep=,
"Eye Diagram"
"t0","dt","Y"
"0","4.9999999999999998E-08","[42]{0.327523446148704, 0.326913078190916, 0.328072777310712, 0.332375871413113, 0.338174367012094, 0.34272160829761, 0.349618766220607, 0.356241258562599, 0.363291008475044, 0.37073749756005, 0.3774820634936, 0.383097448705244, 0.387247950818198, 0.389842014638794, 0.390666011381808, 0.388712833916888, 0.383982482244036, 0.376200290782247, 0.364450707594839, 0.351541425287637, 0.333047276166679, 0.312996688753364, 0.289924779949002, 0.263221181795804, 0.233679372638896, 0.202092830823399, 0.166935636454846, 0.131198592526395, 0.0924707456047864, 0.0544143034367434, 0.0152591989446838, -0.024903012677725, -0.0647600403212395, -0.103060629672398, -0.141391737421445, -0.176579450187887, -0.211126276598653, -0.242621263220481, -0.271491667623824, -0.297829045002348, -0.320687325021484, -0.34028013646646}"
"0","4.9999999999999998E-08","[42]{-0.320687325021484, -0.34028013646646, -0.357339920886617, -0.371378383915726, -0.382029304779117, -0.38865179712111, -0.392924372825621, -0.395060660677877, -0.39390096155808, -0.39249711525517, -0.387766763582317, -0.381083234444546, -0.373911410940544, -0.367075289813326, -0.359354135147316, -0.351571943685526, -0.344705304160418, -0.338662661378324, -0.333260904951905, -0.330819433120756, -0.32965973400096, -0.330849951518645, -0.33353557053291, -0.336556891923957, -0.342111240339822, -0.350290170974173, -0.356363332154157, -0.364481225992729, -0.374002966134212, -0.38230397036012, -0.390635492983918, -0.397654724498473, -0.403331146505895, -0.406352467896943, -0.407176464639955, -0.404490845625691, -0.398387166047818, -0.388682315518998, -0.376139253986468, -0.357645104865511, -0.337228296677523, -0.311440250461006}"
"0","4.9999999999999998E-08","[42]{-0.337228296677523, -0.311440250461006, -0.280860815775859, -0.246924357322881, -0.209447764714737, -0.168400519553535, -0.127780531962786, -0.0840171493894317, -0.0388804389110559, 0.00701923151455486, 0.0516371292288117, 0.0955836221895027, 0.135684797016133, 0.173497092001061, 0.209112062337954, 0.241766748079578, 0.268989158996895, 0.291420181445581, 0.306954045971269, 0.317910150813553, 0.324471606359767, 0.322274281711733, 0.314003795883714, 0.301704881534298, 0.285224946674039, 0.262885479419021, 0.235815660491151, 0.20444274746088, 0.169651773867, 0.13144273970951, 0.0911279360976548, 0.0479444030841981, 0.00485242526441024, -0.0379038501785959, -0.0816061959561719, -0.123935213828726, -0.164280535838471, -0.205510891387009, -0.242865410403596, -0.279029711902497, -0.312783059968138, -0.343576123438512}"
"0","4.9999999999999998E-08","[42]{-0.312783059968138, -0.343576123438512, -0.370676460764271, -0.395609991839885, -0.417064425556112, -0.43601635064541, -0.451306067987983, -0.463879647918403, -0.47318775927466, -0.479077810067309, -0.482526389028807, -0.481214097919564, -0.478772626088415, -0.472882575295767, -0.463147206369059, -0.450451552847081, -0.434368357159384, -0.413829475379839, -0.391398452931152, -0.365854553897751, -0.338174367012094, -0.306648861992376, -0.272681885141509, -0.235663068501705, -0.196294335224419, -0.154941906084324, -0.113375848159004, -0.070436462328663, -0.0283210732413342, 0.0167240820433741, 0.0601822806378348, 0.102724927295615, 0.142276770960236, 0.178776774835921, 0.212804788482567, 0.243719925544498, 0.269355379771568, 0.290229963927896, 0.305153460495797, 0.316445267714863, 0.322152208120174, 0.320137993859477}"
"0","4.9999999999999998E-08","[42]{0.322152208120174, 0.320137993859477, 0.313057725549143, 0.300392590425055, 0.282386735670328, 0.258765495703956, 0.229895091300614, 0.197972847108334, 0.163334465503901, 0.123599511451943, 0.0813620487730565, 0.0379343685764852, -0.00555434841586538, -0.0498975805491182, -0.0941797758865919, -0.136875014533818, -0.177281373339342, -0.216283885841956, -0.250830712252721, -0.283912655564796, -0.313576538313263, -0.338571106184656, -0.359842429513546, -0.377878802666162, -0.390727048177586, -0.399607901963393, -0.404765511206696, -0.405650544745488, -0.403788922474236, -0.399424791576056, -0.391398452931153, -0.380472866486758, -0.36930313285925, -0.354379636291348, -0.337533480656417, -0.319710736289025, -0.299934814456715, -0.278663491127824, -0.258612903714509, -0.237066914804615, -0.215765073077837, -0.193089903446035}"
"0","4.9999999999999998E-08","[42]{-0.215765073077837, -0.193089903446035, -0.170994583374132, -0.147739564182434, -0.127017572015552, -0.104617067964755, -0.082521747892852, -0.0596634678737156, -0.0385142181363836, -0.0155643829235777, 0.00469983327496246, 0.0254218254418439, 0.0477307742989728, 0.0678118801101774, 0.0871300259741478, 0.10824875731359, 0.127933123952233, 0.146091570696408, 0.164921422194148, 0.181920169818526, 0.199468248604913, 0.215368333905274, 0.229437315332273, 0.242743336812038, 0.255622100721352, 0.267493757500315, 0.277625865599585, 0.286964495353733, 0.295570683558535, 0.299904296058825, 0.304054798171779, 0.306191086024035, 0.30646575160504, 0.304909313312682, 0.301155550372289, 0.293434395706279, 0.283515916392234, 0.27014885811669, 0.254035144031104, 0.235479958114368, 0.213140490859351, 0.189763398076094}"
"0","4.9999999999999998E-08","[42]{0.213140490859351, 0.189763398076094, 0.162357876771441, 0.133945248336439, 0.102053522542048, 0.0670794385608315, 0.0320748361817258, -0.00418102051084358, -0.0424205730662219, -0.077150509864324, -0.114169326504128, -0.149692741647353, -0.184453196843344, -0.216466996229292, -0.244482885491733, -0.269385898169457, -0.290901368681461, -0.306801453981823, -0.319039331535459, -0.324410569563988, -0.324746271940771, -0.320076957063698, -0.309120852221415, -0.292976619737939, -0.271247520440708, -0.243750443942387, -0.214422263570704, -0.180546841913505, -0.142917657315913, -0.104433957577419, -0.0645158931381252, -0.0255438990334016, 0.0140384630291095, 0.0522169787887097, 0.0870384707804792, 0.118991233370648, 0.147617490590876, 0.169773847458557, 0.186864150276604, 0.197881291914666, 0.202764235576965, 0.201451944467722}"
"0","4.9999999999999998E-08","[42]{0.202764235576965, 0.201451944467722, 0.19382234499538, 0.180546841913505, 0.160007960133959, 0.136173091382362, 0.106692319021232, 0.0732746733323742, 0.0362558566925702, -0.00277717420793277, -0.0435192353902395, -0.0827964134738571, -0.12424039780762, -0.163517575891238, -0.198400104678786, -0.230719088043627, -0.260352452394204, -0.284034729156354, -0.303444430213992, -0.316231638929637, -0.322060652926507, -0.32190806093706, -0.316964080478983, -0.305550199668359, -0.287269679332627, -0.263465328978919, -0.235510476512257, -0.202092830823399, -0.166325268497059, -0.12567476250842, -0.0817893063435077, -0.0395518436646216, 0.00527968283486017, 0.0508131324857987, 0.0943323678760386, 0.13724123530849, 0.178624182846475, 0.215368333905275, 0.250739157059053, 0.282691919649221, 0.311043511288444, 0.334237493684365}"
"0","4.9999999999999998E-08","[42]{0.311043511288444, 0.334237493684365, 0.35379978673145, 0.369669353633922, 0.380594940078316, 0.388773870712667, 0.394511329515869, 0.396189841399783, 0.394755476698983, 0.390452382596582, 0.383585743071474, 0.378245023440835, 0.370432313581157, 0.361520941397461, 0.35285371639688, 0.345163080128759, 0.337167259881744, 0.331277209089097, 0.327157225374032, 0.325081974317555, 0.322548947292737, 0.323525536025197, 0.324593679951325, 0.3272487805677, 0.332925202575122, 0.33979184210023, 0.346505889635891, 0.35526466983014, 0.361734570182686, 0.36930313285925, 0.375834070007575, 0.381602047208665, 0.38621032528996, 0.388865425906335, 0.388743352314777, 0.385783046483994, 0.381266325712204, 0.373514652252197, 0.361734570182686, 0.346200705656998, 0.329415586817845, 0.306648861992376}"
"0","4.9999999999999998E-08","[42]{0.329415586817845, 0.306648861992376, 0.281989996497766, 0.254584475193113, 0.223821930120629, 0.191502946755787, 0.157047675538691, 0.120486634867227, 0.0832541894421983, 0.04446530572481, 0.00558486681375451, -0.0321969097732839, -0.0708637198991141, -0.10876757007771, -0.144870834780833, -0.179753363568381, -0.212316494116337, -0.243079039188821, -0.270301450106137, -0.295234981181752, -0.318001706007221, -0.336617928719736, -0.35285371639688, -0.365579888316747, -0.376932732331592, -0.384043519039815, -0.388773870712666, -0.390727048177586, -0.391825710501604, -0.38907905469156, -0.383921445448257, -0.375345775641344, -0.366281811468202, -0.354532228280795, -0.340402210058017, -0.323128796852635, -0.305092423700018, -0.285072354684592, -0.264014660140927, -0.241217416917569, -0.216436477831403, -0.190312729238102}"
"0","4.9999999999999998E-08","[42]{-0.216436477831403, -0.190312729238102, -0.162602023954556, -0.134219913917443, -0.103091148070287, -0.0726337869766966, -0.0428173122387833, -0.0104678104760532, 0.0204778449837662, 0.0496534333660029, 0.0787374665545711, 0.105013807137318, 0.130008375008711, 0.15228680546795, 0.172245837687597, 0.188817327741524, 0.201360389274055, 0.208227028799162, 0.211339905383878, 0.211278868588099, 0.206640072108915, 0.195989151245525, 0.182469500980535, 0.163670167880684, 0.140079446312203, 0.113864142525234, 0.0846885541429978, 0.0520338684013735, 0.0173649683990505, -0.0186772595082941, -0.0562759257079961, -0.0939051103055871, -0.130405114181271, -0.16580645573294, -0.199712395788028, -0.229315241740716, -0.256598689453812, -0.279914745441289, -0.298012155389685, -0.312020100020905, -0.321969097732839, -0.324257977574541}"
"0","4.9999999999999998E-08","[42]{-0.321969097732839, -0.324257977574541, -0.324959900725997, -0.318276371588225, -0.30646575160504, -0.29096240547724, -0.271583222817491, -0.246283470967205, -0.219549354416118, -0.189763398076094, -0.15805478266904, -0.122867069902598, -0.0875267651467091, -0.051667647626701, -0.0150760885573481, 0.0214239153183369, 0.0578934007961322, 0.0929895583689062, 0.126285130466207, 0.160191070521296, 0.190526358023328, 0.217779287338534, 0.243994591125502, 0.268622938222223, 0.291237071058245, 0.310707808911662, 0.328438998085385, 0.344186491396299, 0.358194436027519, 0.369577798440254, 0.379007983388068, 0.384562331803934, 0.390299790607135, 0.392497115255169, 0.392191931276276, 0.387797281980207, 0.381907231187558, 0.373362079778535, 0.361673533386907, 0.346780555216895, 0.329079884441061, 0.307228711552273}"
"0","4.9999999999999998E-08","[42]{0.329079884441061, 0.307228711552273, 0.284095765952132, 0.258277201337726, 0.229650944117499, 0.19913254622813, 0.165592826947714, 0.129642154234038, 0.0953089566084981, 0.0601822806378348, 0.0239874607410441, -0.0110476600359511, -0.0450756736825971, -0.0774251754453276, -0.106570245429675, -0.131503776505289, -0.155369163654775, -0.174107459958847, -0.188206959783736, -0.196996258375874, -0.203527195524199, -0.204046008288318, -0.199987061369032, -0.188725772547855, -0.173893831173622, -0.156315233989346, -0.133731619551213, -0.106966984602237, -0.0785543561672344, -0.0481580318694232, -0.0168156372370416, 0.0156559381172463, 0.0469678143517389, 0.0779439882094476, 0.106295579848671, 0.131351184515842, 0.153965317351865, 0.172856205645383, 0.186620003093489, 0.196813147988538, 0.201238315682497, 0.199010472636572}"
