sep=,
"Eye Diagram"
"t0","dt","Y"
"0","4.9999999999999998E-08","[42]{0.201238315682497, 0.199010472636572, 0.193395087424928, 0.182591574572092, 0.167729114799969, 0.146946085837309, 0.121035966029235, 0.0913415648828802, 0.0602738358315035, 0.0257575278186265, -0.00872826179635959, -0.0458386336298321, -0.0824301926991853, -0.119235380553764, -0.155857458021007, -0.18948873249509, -0.221410976687369, -0.251471598608398, -0.27793104957848, -0.300484145618724, -0.32047369623626, -0.336648447117626, -0.34852010389659, -0.355844519390038, -0.361856643774244, -0.36396241322861, -0.362619603721477, -0.358896359178975, -0.352334903632761, -0.343301457857508, -0.333901791307582, -0.321023027398268, -0.308632557855185, -0.296120014720544, -0.282417254068217, -0.268531383028554, -0.255927284700245, -0.243658888748719, -0.231878787163423, -0.220220759169684, -0.210241243059861, -0.199681877390139}"
"0","4.9999999999999998E-08","[42]{-0.210241243059861, -0.199681877390139, -0.19281523786503, -0.187413481438613, -0.180943581086066, -0.177311891737231, -0.174229533550405, -0.170811472986796, -0.169743329060668, -0.170231623426898, -0.170201105029008, -0.171971172106592, -0.171299767353025, -0.173710720786285, -0.176671005381554, -0.180790989096619, -0.183934384079224, -0.18750503663228, -0.192784719467141, -0.197820255118887, -0.201848683640283, -0.20779977122871, -0.214483300366482, -0.220709053535913, -0.229376278536494, -0.236029289276376, -0.243292667974046, -0.250769675456942, -0.258551866918731, -0.266639242359413, -0.275062320176879, -0.283210732413341, -0.291633810230806, -0.297554379421344, -0.303383393418213, -0.308846186640411, -0.31418690627105, -0.318367926781894, -0.321999616130729, -0.323739164810423, -0.326607894212023, -0.326150118243683}"
"0","4.9999999999999998E-08","[42]{-0.326607894212023, -0.326150118243683, -0.323891756799869, -0.321602876958167, -0.318459481975562, -0.31421742466894, -0.308510484263628, -0.302223694298418, -0.295234981181752, -0.287788492096747, -0.279884227043399, -0.2721325539795, -0.26297703461269, -0.256812318239037, -0.248206130034235, -0.240027199399884, -0.232946931089551, -0.226782214715898, -0.220007130384458, -0.213689822021359, -0.206975774485698, -0.20200127562973, -0.198613733464011, -0.194737896932061, -0.190984133991669, -0.188420588568961, -0.18750503663228, -0.184697344026459, -0.183140905734101, -0.183476608110883, -0.182652611367871, -0.182805203357318, -0.184331123251787, -0.183140905734101, -0.183903865681335, -0.185246675188467, -0.186955705470272, -0.190556876421217, -0.194737896932061, -0.198216994291449, -0.203771342707315, -0.208959470348507}"
"0","4.9999999999999998E-08","[42]{-0.203771342707315, -0.208959470348507, -0.214971594732712, -0.220464906352799, -0.2276367298568, -0.234747516565023, -0.241064824928122, -0.248297685227903, -0.255164324753011, -0.261145930739327, -0.267921015070767, -0.272224109173168, -0.272803958733066, -0.275062320176879, -0.274268841831755, -0.271857888398496, -0.265662653626954, -0.256262987077028, -0.244360811900174, -0.230719088043626, -0.212316494116337, -0.191930204326238, -0.167149265240071, -0.139896335924866, -0.109561048422834, -0.0761128843360849, -0.0421459074852179, -0.00573745880320115, 0.0309761738577095, 0.0675372145291734, 0.104769659954203, 0.141544329410891, 0.17545026946598, 0.207647179239264, 0.237280543589841, 0.26343481058103, 0.284889244297256, 0.30161332634063, 0.313790167098488, 0.321663913753945, 0.323037241658966, 0.319252960320685}"
"0","4.9999999999999998E-08","[42]{0.323037241658966, 0.319252960320685, 0.309120852221414, 0.295875867537428, 0.276313574490343, 0.252753371319751, 0.225622515596102, 0.195317746491959, 0.161350769641091, 0.125918909691535, 0.0878929859213813, 0.049592396570224, 0.0120242487684114, -0.0245062735051627, -0.0588699895285917, -0.0924097088090082, -0.121402186803908, -0.148044748161327, -0.170506289007902, -0.188176441385846, -0.201268834080385, -0.210332798253528, -0.212682714891009, -0.212438567707894, -0.206579035313136, -0.196752111192759, -0.18317142413199, -0.163883796665909, -0.141513811013002, -0.11694650071206, -0.0896020162031856, -0.0602738358315028, -0.0292366251780149, 0.000610367957787654, 0.0306709898788158, 0.0623490868879805, 0.091768822453332, 0.120181450888334, 0.147342815995217, 0.171269237995148, 0.194035962224007, 0.2155819626905}"
"0","4.9999999999999998E-08","[42]{0.194035962224007, 0.2155819626905, 0.233191078272666, 0.249793086724482, 0.262427703450681, 0.273658473873969, 0.283027622026005, 0.29053514790679, 0.295112907590195, 0.298805633734808, 0.300789329597617, 0.302498359879422, 0.302834062256205, 0.304756721323235, 0.305214497291576, 0.304390500548563, 0.306618343594487, 0.307869597907951, 0.310372106534879, 0.31418690627105, 0.319313997116464, 0.324746271940772, 0.332192761025778, 0.339608731712894, 0.347940254336691, 0.356027629777374, 0.364176042013835, 0.372873785412306, 0.383036411909466, 0.392039339286829, 0.398936497209827, 0.405253805572926, 0.410228304428893, 0.410869190784569, 0.411113337967684, 0.407664759006186, 0.399821530748618, 0.388163502754879, 0.37314845099331, 0.35383030512934, 0.331765503455326, 0.304298945354894}"
"0","4.9999999999999998E-08","[42]{0.331765503455326, 0.304298945354894, 0.272926032324623, 0.238714908290641, 0.201238315682496, 0.160770920081193, 0.117312721486733, 0.0737324493007146, 0.0271308557236493, -0.0193791826597491, -0.0645158931381254, -0.109591566820723, -0.152530952651064, -0.19046532122755, -0.226904288307456, -0.25714802061582, -0.282630882853442, -0.302742507062537, -0.316750451693757, -0.323678128014643, -0.325417676694337, -0.320015920267919, -0.308174781886844, -0.287880047290414, -0.26196992748234, -0.230139238483728, -0.194829452125729, -0.154697758901209, -0.110171416380621, -0.0639970803740057, -0.0179753363568381, 0.0300301035231389, 0.0776998410263322, 0.122073591557475, 0.165409716560378, 0.204015489890429, 0.238012985139186, 0.266273021584741, 0.289863743153224, 0.307076119562827, 0.317910150813553, 0.321053545796158}"
"0","4.9999999999999998E-08","[42]{0.317910150813553, 0.321053545796158, 0.318398445179783, 0.30936499940453, 0.295112907590195, 0.2735669186803, 0.246680210139767, 0.214269671581257, 0.176793078973113, 0.13678345934015, 0.0949427358338259, 0.0501722461301222, 0.00595108758842696, -0.0404063588055243, -0.0862449924353557, -0.130618742966497, -0.17349709200106, -0.213384638042465, -0.250556046671716, -0.284095765952132, -0.313027207151254, -0.338387995797319, -0.36155145979535, -0.378977464990179, -0.39344318558974, -0.401957818600874, -0.408580310942867, -0.411510077140246, -0.410319859622561, -0.405864173530713, -0.399180644392942, -0.389658904251459, -0.378946946592291, -0.363809821239163, -0.347635070357798, -0.329720770796739, -0.308785149844632, -0.288490415248201, -0.265815245616401, -0.239996681001995, -0.215002113130603, -0.189122511720418}"
"0","4.9999999999999998E-08","[42]{-0.215002113130603, -0.189122511720418, -0.161625435222097, -0.133456953970209, -0.104678104760534, -0.0757161451635231, -0.0446484161121459, -0.0145572757932293, 0.0163883796665897, 0.0480054398799766, 0.0792867977165792, 0.110049342789063, 0.140384630291096, 0.167668078004191, 0.195897596051858, 0.221777197462042, 0.245337400632634, 0.267219091919312, 0.287239160934737, 0.303658058999218, 0.317208227662098, 0.329446105215734, 0.338174367012094, 0.343148865868061, 0.345529300903431, 0.34607863206544, 0.342385905920826, 0.338906808561438, 0.330544767539752, 0.320168512257366, 0.310005885760207, 0.299538075284153, 0.286903458557955, 0.274390915423313, 0.260810228362544, 0.248785979594133, 0.237677282762402, 0.227056880296902, 0.217168919380747, 0.209844503887298, 0.205541409784898, 0.201207797284607}"
"0","4.9999999999999998E-08","[42]{0.205541409784898, 0.201207797284607, 0.198766325453457, 0.199376693411245, 0.199987061369032, 0.201848683640283, 0.20685370089414, 0.21170612615855, 0.217107882584969, 0.223120006969173, 0.228765910578706, 0.233893001424121, 0.240515493766114, 0.243475778361382, 0.246069842181978, 0.245551029417859, 0.244055627921281, 0.238867500280088, 0.231939823959201, 0.220892163923249, 0.208104955207604, 0.191899685928349, 0.17349709200106, 0.150943995960817, 0.126315648864097, 0.10000878988346, 0.0700092047582112, 0.0399180644392937, 0.00787374665545646, -0.0243536815157173, -0.0590530999159292, -0.0926538559921233, -0.126040983283092, -0.156895083549244, -0.187321926244945, -0.21561248108839, -0.242071932058472, -0.266273021584742, -0.287696936903079, -0.305580718066248, -0.320015920267919, -0.331490837874322}"
"0","4.9999999999999998E-08","[42]{-0.320015920267919, -0.331490837874322, -0.339425621325557, -0.344766340956197, -0.346383816044334, -0.345071524935091, -0.341378798790477, -0.33399334650125, -0.325417676694337, -0.315560234176071, -0.3025593966752, -0.289467003980661, -0.277046016039688, -0.26483865688394, -0.251898856178848, -0.240637567357671, -0.230627532849958, -0.222631712602943, -0.21506314992638, -0.21118731339443, -0.208043918411825, -0.207677697637153, -0.21024124305986, -0.214391745172814, -0.222296010226161, -0.232428118325431, -0.242865410403595, -0.255072769559343, -0.269263824577899, -0.283180214015451, -0.296974529861446, -0.308815668242521, -0.321023027398268, -0.331033061905981, -0.341683982769371, -0.348367511907143, -0.350320689372062, -0.350778465340403, -0.34800129113247, -0.338937326959328, -0.327981222117044, -0.313027207151254}"
"0","4.9999999999999998E-08","[42]{-0.327981222117044, -0.313027207151254, -0.293861653276731, -0.271094928451262, -0.244452367093843, -0.214971594732713, -0.182866240153096, -0.148410968936, -0.111849928264536, -0.0747700748289531, -0.0386057733300513, -0.002319398239592, 0.0342416424318715, 0.0666216625924916, 0.0981776860100988, 0.126224093670429, 0.149601186453685, 0.170231623426898, 0.18756607342806, 0.196843666386428, 0.20349667712631, 0.203710305911535, 0.199071509432351, 0.189214066914086, 0.174199015152516, 0.155308126858997, 0.132785549216643, 0.107424760570578, 0.0787679849524604, 0.0479444030841981, 0.0165409716560374, -0.0167240820433739, -0.0502027645280114, -0.0800497576638138, -0.108431867700926, -0.133701101153324, -0.156010050010452, -0.175206122282865, -0.19043480282966, -0.199864987777475, -0.20541933619334, -0.205266744203893}"
"0","4.9999999999999998E-08","[42]{-0.20541933619334, -0.205266744203893, -0.200658466122599, -0.190129618850766, -0.176121674219546, -0.158878779412053, -0.137027606523265, -0.111758373070868, -0.08362041021687, -0.0531020123275013, -0.0221563568676818, 0.0104678104760535, 0.0431224962176779, 0.0717182350400161, 0.100405529056023, 0.126254612068318, 0.148685634517004, 0.167057710046404, 0.182377945786867, 0.194402194555278, 0.202367496404403, 0.204534302654548, 0.204137563481986, 0.198491659872453, 0.189580287688758, 0.177403446930899, 0.161228696049534, 0.14114759023833, 0.118045163036077, 0.0925928191963438, 0.0673846225397251, 0.0399180644392942, 0.0112918072190663, -0.0182805203357321, -0.04785284789053, -0.0751057772057362, -0.102816482489283, -0.129916819815042, -0.155399682052665, -0.178959885223258, -0.200170171756369, -0.219030541651999}"
"0","4.9999999999999998E-08","[42]{-0.200170171756369, -0.219030541651999, -0.238440242709637, -0.254157217622662, -0.268836567007448, -0.28125755494842, -0.291664328628696, -0.299782222467268, -0.30500086850635, -0.309456554598197, -0.312142173612462, -0.310890919298998, -0.308876705038299, -0.304421018946451, -0.297493342625565, -0.289558559174329, -0.277076534437578, -0.264441917711379, -0.250403454682269, -0.232855375895882, -0.214483300366482, -0.194158047372162, -0.170536807405791, -0.146335717879522, -0.120486634867227, -0.0941187390908124, -0.0657976658494786, -0.037598666199702, -0.00762959947234177, 0.023041390406474, 0.0541701562536299, 0.0845969989493296, 0.115939393581711, 0.144626687597718, 0.17352761039895, 0.200994168499382, 0.225408886810877, 0.250464491478049, 0.274635062606429, 0.295967422731097, 0.31464468223939, 0.331796020269394}"
"0","4.9999999999999998E-08","[42]{0.31464468223939, 0.331796020269394, 0.345315665006637, 0.357980787754059, 0.368021360147896, 0.376597029954808, 0.381327381627661, 0.385569438934283, 0.386637582860411, 0.38474544219127, 0.381479973617107, 0.375467849232902, 0.367197363404883, 0.357004218509833, 0.342385905920826, 0.326668931007801, 0.30936499940453, 0.288734562431316, 0.265876282412179, 0.24216348725214, 0.215490407496831, 0.185673932758918, 0.153721170168749, 0.120974929233457, 0.0868248419952542, 0.051026761271024, 0.0155033461277989, -0.0229498352128049, -0.0599381334547201, -0.0978114652354271, -0.134341987509001, -0.167820669993638, -0.19959032219647, -0.231390492797193, -0.257605796584161, -0.280952370969528, -0.30017896163983, -0.315010903014063, -0.324319014370321, -0.328591590074832, -0.328347442891717, -0.322030134528618}"
"0","4.9999999999999998E-08","[42]{-0.328347442891717, -0.322030134528618, -0.310341588136989, -0.293525950899947, -0.271583222817492, -0.246710728537656, -0.217229956176526, -0.183629200100331, -0.148349932140221, -0.110446081961625, -0.0710773486843397, -0.0331124617099651, 0.00338754216571963, 0.0398570276435151, 0.0743122988606125, 0.106173506257114, 0.134280950713222, 0.15854307703527, 0.176091155821657, 0.19043480282966, 0.198949435840794, 0.202275941210734, 0.20010913496059, 0.191960722724129, 0.178471590857028, 0.161808545609432, 0.139469078354414, 0.113528440148451, 0.0838645573999847, 0.0512709084541388, 0.0162663060750331, -0.0205999185753235, -0.0568862936657822, -0.0946070334570426, -0.131839478882072, -0.167149265240072, -0.201787646844505, -0.234900108554471, -0.265204877658614, -0.293007138135828, -0.316842006887424, -0.338174367012094}"
"0","4.9999999999999998E-08","[42]{-0.316842006887424, -0.338174367012094, -0.355478298615365, -0.370951126345275, -0.382914338317908, -0.392527633653059, -0.39683072775546, -0.399272199586609, -0.397837834885809, -0.39536584465677, -0.389353720272564, -0.379862498528971, -0.368234988933122, -0.355203633034361, -0.339822360498119, -0.322518428894848, -0.304390500548563, -0.283546434790123, -0.260901783556212, -0.237951948343407, -0.214880039539044, -0.190160137248655, -0.164158462246913, -0.136112054586584, -0.107668907753693, -0.0795919816954731, -0.0498975805491173, -0.0185246675188467, 0.010406773680275, 0.0404979139991929, 0.0694903919940928, 0.0984523515911029, 0.127414311188113, 0.156315233989346, 0.182988313744654, 0.209142580735843, 0.234198185403015, 0.257422686196825, 0.278571935934157, 0.29920237290737, 0.317666003630438, 0.332497945004671}"
"0","4.9999999999999998E-08","[42]{0.317666003630438, 0.332497945004671, 0.34702470240001, 0.35865221199586, 0.367472028985888, 0.373911410940544, 0.377482063493601, 0.377756729074604, 0.378763836204954, 0.376108735588579, 0.370432313581156, 0.363107898087708, 0.354104970710344, 0.342416424318715, 0.329079884441062, 0.314003795883714, 0.298164747379132, 0.279060230300386, 0.258796014101845, 0.235510476512257, 0.211156794996541, 0.186650521491377, 0.160770920081193, 0.133548509163877, 0.10687542940857, 0.0769673994769872, 0.046479519985508, 0.0171513396138251, -0.0142520918143355, -0.0442821953374747, -0.0743122988606131, -0.1039151448133, -0.133792656346991, -0.162235803179883, -0.190404284431771, -0.216222849046177, -0.240790159347119, -0.262824442623243, -0.284339913135248, -0.303139246235099, -0.319588662697467, -0.335366674406272}"
"0","4.9999999999999998E-08","[42]{-0.319588662697467, -0.335366674406272, -0.347177294389457, -0.357492512876064, -0.366556477049207, -0.372110825465072, -0.37510162845823, -0.37845865222606, -0.380045608916307, -0.379954053722639, -0.378031394655609, -0.374826962877225, -0.370401795183267, -0.365732480306194, -0.360361242277665, -0.35431859949557, -0.349222027048045, -0.344674785762529, -0.33738088866697, -0.331796021853216, -0.326455302222576, -0.322060652926507, -0.31903933153546, -0.315438160584514, -0.311348695267338, -0.309212407415083, -0.306893009175491, -0.304268426957005, -0.301552289544852, -0.299446520090485, -0.300697774403949, -0.300331553629277, -0.30017896163983, -0.300880884791285, -0.30210162070686, -0.304146353365448, -0.306221604421925, -0.308327373876291, -0.313820685496378, -0.318093261200889, -0.322701539282184, -0.328652626870611}"
"0","4.9999999999999998E-08","[42]{-0.322701539282184, -0.328652626870611, -0.334634232856927, -0.341165170005252, -0.348459067100811, -0.354654301872353, -0.36155145979535, -0.367105808211215, -0.373880892542655, -0.380198200905754, -0.384531813406044, -0.388773870712667, -0.39103223215648, -0.39249711525517, -0.392100376082608, -0.388590760325331, -0.381937749585449, -0.374094521327881, -0.36249753012992, -0.349740839812164, -0.332711573789897, -0.312905133559696, -0.288978709614432, -0.263038071408468, -0.234594924575577, -0.203099937953748, -0.169285553092327, -0.135440649833018, -0.0990322011510008, -0.0614335349512985, -0.0232245007938093, 0.016144232483476, 0.0547500058135266, 0.0939051103055874, 0.131625850096847, 0.167179783637961, 0.201543499661391, 0.233252115068445, 0.262641332235907, 0.290260482325785, 0.313973277485824, 0.335397192804161}"
"0","4.9999999999999998E-08","[42]{0.313973277485824, 0.335397192804161, 0.351785572470752, 0.36588507229564, 0.377421026697822, 0.385081144568054, 0.389597867455681, 0.394419774322201, 0.394755476698983, 0.393626295977077, 0.391337416135374, 0.386271362085739, 0.380076127314198, 0.373484153370094, 0.365854553897752, 0.357889252048626, 0.350351207769952, 0.342660571501831, 0.336770520709183, 0.331368764282765, 0.326119599845794, 0.320839917010933, 0.318001706007222, 0.315041421411953, 0.312020100020905, 0.309761738577092, 0.308418929069959, 0.306740417186044, 0.30692352757338, 0.305885902045141, 0.30503138690424, 0.302895099051983, 0.300362072027167, 0.294899278804969, 0.289680632765887, 0.281745849314651, 0.271979961990053, 0.260749191566765, 0.247351614893332, 0.230261312075286, 0.211889236545887, 0.191289317970562}"
"0","4.9999999999999998E-08","[42]{0.211889236545887, 0.191289317970562, 0.16675252606751, 0.141483292615113, 0.113650513740008, 0.0836509286147582, 0.0529494203380537, 0.0224005040507964, -0.0108645496486145, -0.0438244193691338, -0.0773336202516602, -0.109347419637608, -0.140659295872101, -0.170872509782576, -0.200078616562702, -0.226293920349669, -0.249732049928703, -0.271705296409049, -0.291298107854024, -0.306679380390266, -0.320351622644703, -0.330575285937642, -0.338601624582546, -0.34272160829761, -0.345346190516095, -0.344186491396299, -0.340646357241132, -0.33545822959994, -0.328316924493828, -0.3194971075038, -0.309059815425636, -0.296944011463556, -0.285133391480371, -0.274299360229645, -0.26242770345068, -0.252143003361963, -0.240423938572445, -0.229864572902723, -0.221899271053598, -0.215765073077835, -0.209966577478856, -0.205205707408114}"
"0","4.9999999999999998E-08","[42]{-0.209966577478856, -0.205205707408114, -0.20105520529516, -0.200933131703602, -0.201726610048726, -0.203557713922088, -0.207891326422378, -0.212102865331111, -0.217168919380747, -0.225256294821429, -0.23297744948744, -0.242499189628923, -0.251868337780959, -0.262183556267566, -0.271857888398495, -0.28083029737797, -0.29096240547724, -0.299629630477821, -0.307655969122725, -0.314888829422505, -0.321175619387716, -0.327218262169811, -0.333352460145574, -0.335519266395719, -0.339089918948775, -0.342080721941933, -0.343362494653286, -0.344003381008963, -0.343850789019517, -0.342141758737712, -0.339700286906563, -0.338540587786766, -0.337777627839532, -0.335793931976723, -0.334420604071701, -0.331826540251105, -0.329262994828399, -0.328805218860058, -0.326821522997249, -0.325478713490116, -0.326638412609913, -0.326668931007802}"
"0","4.9999999999999998E-08","[42]{-0.326638412609913, -0.326668931007802, -0.326791004599359, -0.327584482944483, -0.32761499285698, -0.329354524612427, -0.33033111691475, -0.331277209089096, -0.330941506712314, -0.331887577046884, -0.331155135497538, -0.328103295708602, -0.322762576077963, -0.318062742802999, -0.309731220179202, -0.299721185671489, -0.287391752924185, -0.27262084834573, -0.256690244647479, -0.23679224922361, -0.213750858817137, -0.189610806086646, -0.163395502299679, -0.133884211540659, -0.102297669725164, -0.0683306928742954, -0.03427216082976, 0.00128177271135426, 0.0361032647031243, 0.0718403086315753, 0.108065646926256, 0.142276770960237, 0.173893831173622, 0.204564821052439, 0.232428118325432, 0.25815512774617, 0.279640079860286, 0.296821937872, 0.309578628189756, 0.318428963577673, 0.32291516806741, 0.322884649669521}"
"0","4.9999999999999998E-08","[42]{0.32291516806741, 0.322884649669521, 0.31809326120089, 0.308968260231968, 0.29489927880497, 0.27698497924391, 0.256018839893914, 0.23010872008584, 0.202825272372744, 0.171452359342473, 0.138858710396627, 0.10443395757742, 0.0703449071349948, 0.0336007560761949, -0.00253302702481758, -0.0380259237701535, -0.0711078670822291, -0.105044325535207, -0.136081536188695, -0.165074014183595, -0.193028866650257, -0.218267581704764, -0.241766748079578, -0.261054375545659, -0.277992086374259, -0.293495432502058, -0.305641754862027, -0.314827792626727, -0.323281388842082, -0.329476623613623, -0.334634232856927, -0.336007560761949, -0.336617928719735, -0.337167259881744, -0.336007560761948, -0.334756306448484, -0.333657644124467, -0.331368764282764, -0.330697359529198, -0.329507142011512, -0.326882559793026, -0.324959900725997}"
"0","4.9999999999999998E-08","[42]{-0.326882559793026, -0.324959900725997, -0.323495017627307, -0.323220352046302, -0.323311907239971, -0.323525536025196, -0.322426873701179, -0.322152208120175, -0.321297692979273, -0.319893846676361, -0.316750451693756, -0.314431053454165, -0.309487072996087, -0.303383393418213, -0.29627260670999, -0.286811903364286, -0.274940246585323, -0.263801031355702, -0.248877534787801, -0.231207382409857, -0.211523015771214, -0.190678950012775, -0.166660970873842, -0.142032623777122, -0.116244577560606, -0.0882897250939437, -0.0599686518526099, -0.030091140318918, 0.000305183978893297, 0.028076926058219, 0.0558181497396551, 0.0839561125936524, 0.107821499743139, 0.131564813301067, 0.15320235740463, 0.1710861385678, 0.184270086456007, 0.194219084167941, 0.20102468689727, 0.20441222906299, 0.203588232319978, 0.199132546228129}"
"0","4.9999999999999998E-08","[42]{0.203588232319978, 0.199132546228129, 0.190190655646545, 0.177250854941452, 0.161289732845312, 0.141635884604559, 0.11984574851155, 0.0955836221895019, 0.0689105424341938, 0.0406810243865279, 0.0111697336275086, -0.0180058547547278, -0.0465710751791769, -0.0754414795825193, -0.101778856961045, -0.127048090413442, -0.147861637773992, -0.166508378884395, -0.181798096226969, -0.193486642618597, -0.199742914185917, -0.204747931439773, -0.205083633816557, -0.200811058112045, -0.191197762776895, -0.17880729323381, -0.162602023954556, -0.143497506875812, -0.123935213828726, -0.0996425691087883, -0.0737629676986038, -0.045502931253049, -0.0159306036982512, 0.0128482455114238, 0.0402537668160767, 0.0696429839835388, 0.0973536892670859, 0.12420987940973, 0.149692741647353, 0.172642576860158, 0.193608716210154, 0.213048935665682}"
"0","4.9999999999999998E-08","[42]{0.193608716210154, 0.213048935665682, 0.231146345614077, 0.246191915773536, 0.258643422112399, 0.271552704419601, 0.281257554948421, 0.289467003980661, 0.297005048259335, 0.302132139104749, 0.306069012432478, 0.310341588136989, 0.312813578366028, 0.314827792626727, 0.316750451693757, 0.316414749316974, 0.318154297996667, 0.318764665954455, 0.320382141042591, 0.320260067451034, 0.322152208120175, 0.32386123840198, 0.325631305479563, 0.327492927750814, 0.329812325990406, 0.331002543508092, 0.333779717716024, 0.336587410321846, 0.337808146237421, 0.338998363755107, 0.339791842100231, 0.342599534706052, 0.343454049846954, 0.343362494653286, 0.343270939459618, 0.343087829072282, 0.342050203544044, 0.339120437346664, 0.334664751254817, 0.331490837874322, 0.32672996780358, 0.320260067451034}"
"0","4.9999999999999998E-08","[42]{0.32672996780358, 0.320260067451034, 0.31369861190482, 0.305336570883133, 0.296638827484663, 0.288398860054533, 0.279182303891944, 0.269996266127244, 0.258948606091293, 0.24893857158358, 0.23972201542099, 0.229498352128052, 0.222051863043046, 0.215093668324269, 0.207555624045596, 0.202459051598071, 0.19913254622813, 0.196111224837082, 0.196385890418086, 0.19620278003075, 0.199498767002802, 0.204259637073543, 0.210851611017647, 0.218389655296322, 0.226904288307456, 0.237524690772956, 0.249671013132924, 0.261939409084451, 0.276099945705117, 0.286933976955843, 0.297768008206569, 0.310433143330657, 0.320900953806711, 0.328927292451615, 0.336129634353506, 0.340493765251686, 0.34366767863218, 0.344003381008963, 0.341317761994699, 0.335244600814714, 0.325539750285895, 0.313851203894267}"
"0","4.9999999999999998E-08","[42]{0.325539750285895, 0.313851203894267, 0.297920600196017, 0.280403039807519, 0.259894676425863, 0.236181881265824, 0.210576945436643, 0.184025939272893, 0.153415986189856, 0.123843658635058, 0.0926538559921235, 0.0604569462188393, 0.0287788492096747, -0.00341806056360923, -0.0341500872382036, -0.0645158931381252, -0.0942102942844806, -0.12131063161024, -0.147800600978212, -0.17255102166649, -0.19382234499538, -0.214941076334823, -0.233191078272666, -0.248663906002576, -0.263221181795805, -0.275214912166326, -0.286048943417052, -0.294624613223965, -0.299293928101038, -0.303230801428766, -0.304207390161226, -0.305885902045142, -0.302986654245652, -0.2982563025728, -0.291786402220253, -0.28372954517746, -0.27310914271196, -0.26242770345068, -0.246313989365094, -0.229071094557601, -0.210821092619759, -0.190587394819107}"
"0","4.9999999999999998E-08","[42]{-0.210821092619759, -0.190587394819107, -0.167423930821077, -0.141025516646773, -0.113650513740009, -0.0856651428754576, -0.0576187352151275, -0.0291145515864578, 0.00119021751768504, 0.0313729130302707, 0.0592056919053745, 0.0884423170833898, 0.113986216116791, 0.13818730564306, 0.160740401683305, 0.176640486983665, 0.189549769290868, 0.200780539714156, 0.206395924925799, 0.207128366475144, 0.202398014802292, 0.194127528974273, 0.180241657934611, 0.16144232483476, 0.138400934428287, 0.111361633898306, 0.0806906440194903, 0.0483716606546493, 0.0106814392612787, -0.0273139661109855, -0.0647600403212405, -0.103823589619632, -0.14157484780878, -0.179417661191598, -0.213781377215027, -0.243567333555051, -0.269111232588453, -0.292366251780152, -0.309151370619304, -0.320260067451034, -0.324227459176652, -0.325112492715444}"
"0","4.9999999999999998E-08","[42]{-0.324227459176652, -0.325112492715444, -0.31852051877134, -0.305672273259916, -0.287239160934738, -0.264777620088162, -0.238379205913858, -0.207097848077255, -0.171696506525588, -0.134830281875231, -0.0959498429641752, -0.0581375479792474, -0.0199285138217581, 0.0182805203357312, 0.0540480826620714, 0.0862144740374659, 0.117099092701507, 0.143344914886364, 0.166203194905501, 0.183385052917215, 0.195439820083515, 0.20392393469676, 0.206243332936352, 0.204076526686207, 0.196385890418087, 0.185734969554697, 0.170750436191017, 0.151859547897498, 0.12948956224459, 0.105502101503547, 0.0780050250052257, 0.0505384669047942, 0.0222173936634602, -0.00766011787023143, -0.0368357062524674, -0.0658587026452571, -0.0951868830169405, -0.122897588300487, -0.148594079323336, -0.173100352828498, -0.19525670969618, -0.215887146669393}"
"0","4.9999999999999998E-08","[42]{-0.19525670969618, -0.215887146669393, -0.234808553360801, -0.252112484964074, -0.266822352746749, -0.280860815775858, -0.292030549403368, -0.300209462642669, -0.307259231805802, -0.314034312963485, -0.316140083735969, -0.317299782855765, -0.315773862961296, -0.312325283999798, -0.305061905302128, -0.296730382678331, -0.285041836286703, -0.270728707676589, -0.253607886460653, -0.234045593413568, -0.210363316651417, -0.186620003093488, -0.158207374658486, -0.127231200800778, -0.0964076189325156, -0.0615861269407454, -0.0253302702481758, 0.0108035128528365, 0.0473645535243002, 0.0847190725408878, 0.120059377296777, 0.154972424482214, 0.187901775804842, 0.219305207233003, 0.246436062956651, 0.271339075634377, 0.291237071058245, 0.306099530830368, 0.318276371588226, 0.324746271940772, 0.325967007856346, 0.322365836905401}"
"0","4.9999999999999998E-08","[42]{0.325967007856346, 0.322365836905401, 0.311531805654675, 0.296638827484663, 0.278053123170038, 0.253913070439547, 0.224523853272085, 0.19238798029458, 0.157780117088037, 0.120425598071449, 0.0800192392659247, 0.0393992516751755, -0.00231939823959162, -0.0455334496509376, -0.0866722500058065, -0.12952008064248, -0.169651773866999, -0.210088651070413, -0.247168504505996, -0.282478290863995, -0.314461571852054, -0.344888414547755, -0.371286828722058, -0.396433988582898, -0.417369609535004, -0.436748792194754, -0.451824880752102, -0.463208243164836, -0.472852056897877, -0.478803144486304, -0.48093943233856, -0.481000469134338, -0.478772626088414, -0.473737090436669, -0.464123795101517, -0.450207405663965, -0.4340326547826, -0.415141766489081, -0.391856228899493, -0.366434403457649, -0.338387995797319, -0.307625450724835}"
